Serial,PMID,URL,Title,occurrence:: initial,occurrence:: update,taxonomy:: single strain,taxonomy:: single species,taxonomy:: multi-species,taxonomy:: virus,taxonomy:: eubacteria,taxonomy:: archaebacteia,taxonomy:: eukaryotes,taxonomy:: mammals,taxonomy:: model organism,taxonomy:: human,taxonomy:: invertebrate,taxonomy:: vertebrate,taxonomy:: unicellular eukaryotes,taxonomy:: plants,taxonomy:: fungi,data:: single molecule type,data:: DNA,data:: RNA,data:: protein,data:: lipids,data:: carbohydrates,data:: chemicals and small molecules,data:: genes,data:: genome,data:: transcriptome,data:: proteome,data:: metabolome,data:: structure,data:: sequence,data:: short tandem repeats,data:: intron/exon,data:: coding/non-coding DNA,data:: complements,data:: transposons,data:: promoters and regulators,data:: metal ion binding/ interactions,data:: enzymatic sites/ complexes,data:: localization,data:: motif,data:: classification,data:: genetic similarity and/or conservation,data:: properties and annotation,data:: enzymes,data:: ribozymes,data:: pathways,data:: protein-nucleic acid interactions,data:: protein-protein interactions,data:: post-translational modifications,data:: diseases,data:: mutations and polymorphisms,data:: probes and primers,data:: antibodies,data:: ligand activity and pairs,data:: drugs and drug targets,data:: clinical,data:: literature,data:: statistics,data:: ancient,data:: comparative,data:: high-throughput,data:: microarray,data:: NGS,data:: crystallography,data:: mass spectrometry,data:: images,data:: images:: microscopic,data:: model,data:: model:: 3D,data:: model:: interactions,data:: inferred,system:: organelles,system:: nucleus,system:: cytoplasm,system:: mitochondria,system:: chloroplast,system:: ribosome,system:: extracellular,system:: whole cell,system:: tissues,system:: organs,system:: organ systems,system:: organism,system:: population,access:: web forms/applications,access:: programmatic,access:: data download,access:: submission,status:: alive,status:: dead,status:: unknown,Category_List
155,23667806,http://pcomdb.lowtem.hokudai.ac.jp/proteins/top,Protein co-migration database (PCoM -DB) for thylakoids and cells,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: single molecule type | data:: protein | data:: genes | data:: sequence | data:: protein-protein interactions | access:: web forms/applications | access:: data download | status:: alive
113,23193255,http://tga.nig.ac.jp/h2db/,H2DB: a heritability database across multiple species by annotating trait-associated genomic loci,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: genetic similarity and/or conservation | data:: properties and annotation | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
157,23176377,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0998,Permanent genetic resources added to Molecular Ecology Resources Database 1 August 2012 - 30 September 2012,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: probes and primers | status:: alive
156,23324169,http://orchidstra.abrc.sinica.edu.tw,Orchidstra: an Integrated Orchid Functional Genomics Database,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: coding/non-coding DNA | data:: properties and annotation | data:: literature | data:: high-throughput | data:: microarray | access:: web forms/applications | access:: data download | status:: alive
159,23125372,http://nonb.abcc.ncifcrf.gov,Non-B DB v2.0: a database of predicted non-B DNA-forming motifs and its associated tools,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: single molecule type | data:: DNA | data:: structure | data:: sequence | data:: short tandem repeats | data:: motif | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | status:: alive
158,23193292,http://npidb.belozersky.msu.ru/,NPIDB: nucleic acid--protein interaction database,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: DNA | data:: protein | data:: enzymatic sites/ complexes | data:: protein-nucleic acid interactions | data:: literature | access:: web forms/applications | access:: programmatic | access:: data download | status:: alive
277,23220571,http://bioinfo.hrbmu.edu.cn/SM2miR/,SM2miR: a database of the experimentally validated small molecules' effects on microRNA expression,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: RNA | data:: chemicals and small molecules | data:: transcriptome | data:: sequence | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
36,24107223,http://www.plant-image-analysis.org,An online database for plant image analysis software tools,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: images | access:: web forms/applications | access:: data download | access:: submission | status:: alive
82,23697663,http://www.csdb.in,Comprehensive database of Chorismate synthase enzyme from shikimate pathway in pathogenic bacteria,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eubacteria | data:: DNA | data:: protein | data:: genes | data:: structure | data:: sequence | data:: classification | data:: properties and annotation | data:: enzymes | data:: pathways | data:: literature | access:: web forms/applications | access:: data download | status:: alive
90,23590173,http://www.biomedcentral.com/1472-6882/13/88/suppl/S2,CamMedNP: building the Cameroonian 3D structural natural products database for virtual screening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: chemicals and small molecules | data:: structure | data:: literature | data:: model:: 3D | access:: programmatic | access:: data download | status:: alive
238,23143270,http://ConsensusPathDB.org,The ConsensusPathDB interaction database: 2013 update,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: DNA | data:: protein | data:: genes | data:: proteome | data:: pathways | data:: protein-protein interactions | data:: drugs and drug targets | data:: literature | access:: web forms/applications | access:: data download | status:: alive
239,23180788,http://compbio.uthsc.edu/SomamiR/,SomamiR: a database for somatic mutations impacting microRNA function in cancer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: DNA | data:: RNA | data:: genes | data:: pathways | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
279,23178820,http://bidd.nus.edu.sg/group/MicrobPad/MicrobPad.asp,MicrobPad MD: Microbial pathogen diagnostic methods database,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: virus | taxonomy:: eubacteria | taxonomy:: eukaryotes | taxonomy:: unicellular eukaryotes | taxonomy:: fungi | data:: DNA | data:: RNA | data:: protein | data:: chemicals and small molecules | data:: genes | data:: genome | data:: sequence | data:: diseases | data:: probes and primers | data:: clinical | data:: literature | access:: web forms/applications | access:: programmatic | access:: data download | status:: alive
234,24174543,http://crdd.osdd.net/raghava/hemolytik/,Hemolytik: a database of experimentally determined hemolytic and non-hemolytic peptides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: protein | data:: structure | data:: sequence | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | status:: alive
235,23486013,http://crdd.osdd.net/raghava/cancerdr/,CancerDR: cancer drug resistance database,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: chemicals and small molecules | data:: genes | data:: structure | data:: sequence | data:: mutations and polymorphisms | data:: drugs and drug targets | data:: literature | access:: web forms/applications | access:: data download | status:: alive
16,23882160,www.cancerimmunity.org/peptide,Database of T cell-defined human tumor antigens: the 2013 update,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: protein | data:: structure | data:: sequence | data:: post-translational modifications | access:: web forms/applications | access:: data download | status:: alive
237,23203868,http://coxpresdb.jp,COXPRESdb: a database of comparative gene coexpression networks of eleven species for mammals,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: invertebrate | taxonomy:: vertebrate | taxonomy:: unicellular eukaryotes | data:: DNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: properties and annotation | data:: literature | data:: microarray | access:: web forms/applications | access:: data download | status:: alive
230,23668932,http://crezoo.crt-dresden.de,The Zebrafish CreZoo: An Easy-to-Handle Database for Novel CreER-Driver Lines,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: model organism | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: genes | data:: localization | data:: images | access:: web forms/applications | access:: data download | status:: alive
236,24214993,http://cplm.biocuckoo.org,CPLM: a database of protein lysine modifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: protein | data:: genes | data:: sequence | data:: post-translational modifications | data:: literature | access:: web forms/applications | access:: data download | status:: alive
232,24285301,http://crdd.osdd.net/servers/avpdb,AVPdb: a database of experimentally validated antiviral peptides targeting medically important viruses,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: virus | data:: single molecule type | data:: protein | data:: sequence | data:: literature | access:: web forms/applications | access:: data download | status:: alive
233,23203877,http://crdd.osdd.net/raghava/npact/,NPACT: Naturally Occurring Plant-based Anti-cancer Compound-Activity-Target database,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: chemicals and small molecules | data:: drugs and drug targets | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
48,23752384,http://www.midas-dk.dk/,The Microbial Database for Danish wastewater treatment plants with nutrient removal (MiDas-DK) - a tool for understanding activated sludge population dynamics and community stability,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eubacteria | status:: unknown
49,23203875,http://www.megabionet.org/tcmid/,TCMID: traditional Chinese medicine integrative database for herb molecular mechanism analysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: diseases | data:: drugs and drug targets | data:: literature | access:: web forms/applications | access:: data download | status:: alive
46,23193275,http://www.ncbi.nlm.nih.gov/gtr/,The NIH genetic testing registry: a new; centralized database of genetic tests to enable access to comprehensive information and improve transparency,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: protein | data:: genes | data:: genome | data:: sequence | data:: intron/exon | data:: diseases | data:: clinical | data:: literature | system:: organism | access:: web forms/applications | access:: data download | access:: submission | status:: alive
86,23104377,http://www.clustermine360.ca/,ClusterMine360: a database of microbial PKS/NRPS biosynthesis,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eubacteria | taxonomy:: archaebacteia | taxonomy:: eukaryotes | taxonomy:: unicellular eukaryotes | data:: DNA | data:: chemicals and small molecules | data:: genes | data:: structure | data:: sequence | data:: classification | data:: enzymes | data:: pathways | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
44,23278263,http://www.neuropoint.org/NPA%20N2QOD.html,The National Neurosurgery Quality and Outcomes Database and NeuroPoint Alliance: rationale; development; and implementation,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: diseases | data:: clinical | data:: literature | data:: statistics | system:: organ systems | access:: submission | status:: unknown
45,23594715,http://www.ncrnalab.com/TUMIR/,TUMIR: an experimentally supported database of microRNA deregulation in various cancers,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: RNA | data:: sequence | data:: diseases | data:: clinical | data:: literature | access:: web forms/applications | access:: data download | status:: alive
42,23951158,http://www.nipgr.res.in/foxtail.html,FmMDb: A Versatile Database of Foxtail Millet Markers for Millets and Bioenergy Grasses Research,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: plants | data:: single molecule type | data:: DNA | data:: genome | data:: sequence | data:: probes and primers | data:: literature | access:: web forms/applications | access:: data download | status:: alive
43,23278267,http://www.neuropoint.org/NPA%20N2QOD%20Current%20Modules.html,The National Neurosurgery Quality and Outcomes Database (N(2)QOD): general overview and pilot-year project description,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: diseases | data:: clinical | data:: literature | data:: statistics | system:: organ systems | access:: submission | status:: unknown
40,23497320,http://www.nutrigroup-iats.org/seabreamdb,Deep sequencing for de novo construction of a marine fish (Sparus aurata) transcriptome database with a large coverage of protein-coding transcripts,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: properties and annotation | data:: literature | data:: high-throughput | data:: microarray | system:: organism | access:: web forms/applications | access:: data download | status:: alive
118,23289674,http://switchgrassgenomics.noble.org/,Development of an integrated transcript sequence database and a gene expression atlas for gene discovery and analysis in switchgrass (Panicum virgatum L.),1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: plants | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: enzymes | data:: mutations and polymorphisms | data:: high-throughput | data:: microarray | system:: population | access:: web forms/applications | access:: data download | status:: alive
1,23477800,www.transplant-observatory.org,Global Database on Donation and Transplantation: goals; methods and critical issues (www.transplant-observatory.org),1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: statistics | access:: web forms/applications | access:: data download | status:: alive
5,23674503,www.phosphogrid.org,The PhosphoGRID Saccharomyces cerevisiae protein phosphorylation site database: version 2.0 update,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: fungi | data:: single molecule type | data:: protein | data:: genes | data:: sequence | data:: properties and annotation | data:: enzymes | data:: post-translational modifications | data:: literature | data:: high-throughput | access:: web forms/applications | access:: data download | status:: alive
9,23129204,www.iroothair.org,iRootHair: A Comprehensive Root Hair Genomics Database,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: DNA | data:: protein | data:: genes | data:: genome | data:: sequence | data:: properties and annotation | data:: pathways | data:: mutations and polymorphisms | data:: literature | system:: tissues | access:: web forms/applications | access:: data download | status:: alive
94,23717556,http://www.bioapp.org/hgpgd,HGPGD: the human gene population genetic difference database,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: classification | data:: genetic similarity and/or conservation | data:: properties and annotation | data:: pathways | data:: mutations and polymorphisms | data:: literature | data:: inferred | system:: population | access:: web forms/applications | access:: data download | status:: alive
201,23252913,http://genomewidepdb.proteomix.org/,GenomewidePDB; a Proteomic Database Exploring the Comprehensive Protein Parts List and Transcriptome Landscape in Human Chromosomes,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: protein | data:: genes | data:: genome | data:: transcriptome | data:: proteome | data:: structure | data:: sequence | data:: properties and annotation | data:: protein-protein interactions | data:: diseases | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
